no_of_dependents,income_annum,loan_amount,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,scaled_loan_term
1,5400000,17900000,727,13100000,0,12300000,4700000,11.666666666666668
5,7400000,21000000,561,21300000,3800000,26400000,3900000,6.111111111111111
0,1300000,4700000,530,3200000,1000000,3800000,800000,12.777777777777779
3,7400000,23500000,460,20600000,12200000,25900000,9200000,5.0
2,5600000,20000000,367,13700000,5000000,19100000,6000000,9.444444444444445
5,4000000,9400000,723,200000,0,12100000,2000000,6.111111111111111
3,1000000,2500000,763,400000,1100000,2100000,1400000,13.88888888888889
0,1300000,3900000,690,3600000,1700000,4700000,800000,12.777777777777779
4,2900000,11200000,744,6600000,4000000,7300000,1600000,9.444444444444445
5,6900000,16500000,447,4100000,400000,14100000,6600000,7.222222222222222
1,3500000,10900000,524,8800000,6200000,13600000,2800000,6.111111111111111
3,3200000,9900000,316,9100000,5500000,8800000,3600000,9.444444444444445
4,4800000,14300000,795,5900000,0,11100000,2600000,7.222222222222222
2,4300000,9400000,485,11000000,8100000,11000000,2200000,5.0
3,3600000,10700000,312,2300000,1600000,13100000,5200000,12.777777777777779
3,4900000,11900000,612,9700000,1200000,19000000,5800000,8.333333333333334
0,3600000,7800000,376,9800000,6900000,11900000,3000000,11.666666666666668
2,2700000,5900000,662,3200000,1600000,7300000,3800000,11.666666666666668
3,8500000,28300000,810,25200000,4300000,18500000,10700000,5.0
4,3500000,8900000,470,1300000,2200000,12300000,2000000,6.111111111111111
1,200000,500000,713,0,200000,500000,100000,15.0
3,5600000,13400000,865,14900000,9700000,12300000,6000000,7.222222222222222
3,8800000,30200000,607,13600000,12700000,21500000,5900000,8.333333333333334
5,9800000,30300000,867,20800000,16000000,30200000,7600000,7.222222222222222
1,3400000,8600000,312,6400000,6100000,8400000,3000000,12.777777777777779
4,900000,2700000,327,400000,1200000,2200000,1200000,15.0
1,700000,1800000,641,2100000,400000,1600000,900000,12.777777777777779
2,2000000,4300000,497,5100000,200000,5700000,2800000,12.777777777777779
4,8700000,28200000,548,11800000,9900000,19800000,8500000,10.555555555555555
3,7400000,15200000,548,16700000,12800000,19300000,4800000,9.444444444444445
4,5300000,10700000,547,1000000,10200000,11600000,5700000,10.555555555555555
5,3300000,9100000,697,8800000,1800000,11300000,2600000,13.88888888888889
2,2200000,7900000,659,3400000,1800000,8600000,2400000,7.222222222222222
2,7600000,24800000,564,14000000,6200000,24700000,6700000,10.555555555555555
0,7900000,30800000,726,5000000,14600000,23800000,5500000,6.111111111111111
3,7700000,21800000,684,100000,600000,15600000,5500000,13.88888888888889
2,4900000,12600000,767,1100000,7400000,13000000,3800000,5.0
2,2500000,6900000,325,5800000,1600000,6400000,3600000,10.555555555555555
0,2100000,4700000,459,4000000,1300000,8100000,1200000,5.0
1,6900000,22500000,403,800000,8400000,16900000,6300000,13.88888888888889
4,500000,1500000,340,100000,200000,1900000,600000,15.0
4,3700000,11400000,728,4200000,5800000,7300000,2300000,10.555555555555555
5,4700000,10200000,874,10800000,7700000,11100000,7000000,12.777777777777779
5,1700000,6500000,587,1100000,1000000,6400000,1500000,11.666666666666668
5,7700000,25800000,578,5000000,7700000,27200000,10600000,13.88888888888889
0,400000,1200000,889,1100000,200000,700000,200000,11.666666666666668
4,4900000,11400000,470,12000000,7500000,14700000,4800000,8.333333333333334
4,2800000,5500000,875,6900000,4000000,6000000,3300000,8.333333333333334
1,5100000,20000000,506,7900000,8900000,20300000,6700000,6.111111111111111
5,5900000,13400000,455,3200000,11200000,21600000,6900000,7.222222222222222
1,2200000,5400000,641,5900000,0,4800000,1200000,12.777777777777779
2,8800000,30800000,820,700000,4800000,25900000,12700000,15.0
4,1400000,4300000,447,3600000,1200000,5300000,1000000,12.777777777777779
2,9300000,29000000,655,7900000,6800000,29900000,4900000,10.555555555555555
4,5900000,14400000,745,15300000,5100000,16500000,3000000,7.222222222222222
5,3400000,11600000,479,9200000,5700000,11200000,2400000,12.777777777777779
0,7400000,24100000,779,800000,2900000,28900000,4900000,12.777777777777779
2,7800000,22200000,735,9700000,4600000,23000000,6900000,9.444444444444445
2,3800000,12400000,340,1800000,2600000,9700000,2600000,8.333333333333334
3,3000000,7100000,415,2000000,5700000,9500000,2500000,7.222222222222222
1,2000000,6600000,873,1400000,200000,6300000,2400000,9.444444444444445
4,2100000,8200000,432,6000000,900000,5600000,1000000,15.0
3,6600000,22200000,759,8900000,2200000,18700000,8500000,10.555555555555555
3,6200000,13200000,707,17200000,8900000,23100000,4200000,11.666666666666668
5,4100000,9600000,307,8800000,7800000,8500000,3100000,5.0
1,4900000,15200000,429,5700000,7300000,14400000,3300000,9.444444444444445
1,3100000,7600000,346,700000,4600000,8100000,4400000,15.0
4,9600000,21100000,809,16100000,9500000,34700000,8700000,7.222222222222222
3,200000,800000,752,200000,200000,300000,200000,13.88888888888889
0,6800000,14400000,812,15200000,4500000,21100000,6400000,8.333333333333334
1,8200000,24000000,366,10900000,15200000,25200000,10400000,6.111111111111111
0,2300000,6000000,690,5500000,2900000,6000000,2000000,8.333333333333334
3,2100000,7400000,656,5600000,400000,5200000,2800000,11.666666666666668
1,4900000,19100000,677,5400000,9100000,17700000,6500000,11.666666666666668
2,4600000,12600000,355,6300000,6900000,14800000,6500000,5.0
5,600000,1500000,543,300000,900000,2100000,300000,11.666666666666668
1,3100000,11300000,824,3700000,6000000,11000000,4400000,11.666666666666668
4,7600000,16200000,657,1900000,9300000,28500000,5500000,15.0
0,9400000,20000000,350,3300000,1400000,37200000,4700000,6.111111111111111
2,200000,500000,885,-100000,0,300000,200000,7.222222222222222
4,5000000,11400000,336,1600000,4000000,15500000,2500000,7.222222222222222
1,7400000,18400000,421,18500000,9100000,17500000,4100000,15.0
4,1200000,4800000,752,2800000,900000,3000000,600000,5.0
4,5900000,19700000,431,3300000,9200000,22700000,5300000,9.444444444444445
1,9400000,29800000,377,24100000,18500000,30900000,11700000,9.444444444444445
4,2900000,10400000,673,5100000,1700000,10600000,1700000,7.222222222222222
1,7600000,27800000,447,1300000,700000,20100000,10900000,7.222222222222222
5,3000000,8000000,333,3200000,400000,8200000,2200000,7.222222222222222
3,1400000,3200000,772,2400000,900000,5100000,1600000,15.0
2,1200000,3500000,540,3100000,1800000,3500000,800000,12.777777777777779
1,9800000,36000000,629,28000000,4100000,29800000,11200000,10.555555555555555
4,5900000,16500000,765,13000000,9400000,20000000,3500000,5.0
3,3600000,8600000,613,9400000,300000,10300000,3300000,15.0
1,8200000,32400000,831,22800000,12300000,17700000,7800000,13.88888888888889
4,8800000,19100000,586,17600000,8800000,20600000,12400000,7.222222222222222
4,9900000,26100000,481,14500000,5000000,23600000,9300000,5.0
1,7000000,16000000,554,13000000,8600000,26600000,7900000,6.111111111111111
5,7500000,22800000,347,15100000,1200000,16100000,10700000,12.777777777777779
0,900000,2200000,566,100000,700000,2000000,600000,12.777777777777779
2,2900000,10600000,614,1000000,300000,7600000,3600000,7.222222222222222
5,5900000,22600000,630,2300000,4200000,16500000,6800000,13.88888888888889
5,1700000,5800000,583,2000000,1800000,6000000,2300000,6.111111111111111
0,9900000,27000000,566,3500000,17300000,36900000,11500000,12.777777777777779
2,500000,1300000,427,1400000,500000,1800000,600000,6.111111111111111
4,9800000,22100000,364,16800000,11100000,26500000,7300000,6.111111111111111
0,8000000,18000000,791,13900000,10300000,23400000,10600000,12.777777777777779
3,1000000,2500000,808,2900000,600000,2000000,500000,7.222222222222222
3,4900000,12900000,877,1800000,7000000,17900000,3300000,13.88888888888889
4,2800000,9200000,442,5800000,4800000,8400000,1300000,13.88888888888889
0,9400000,35500000,592,9300000,11800000,30500000,5800000,12.777777777777779
0,2500000,5800000,494,5100000,4400000,8500000,2300000,13.88888888888889
2,600000,2100000,572,400000,500000,1400000,300000,13.88888888888889
0,6400000,16900000,759,16200000,7100000,15200000,3100000,12.777777777777779
5,1700000,6000000,420,500000,1600000,3700000,2300000,13.88888888888889
4,3300000,11800000,847,7800000,2400000,12100000,3000000,5.0
1,3200000,8800000,405,1000000,2600000,10700000,3400000,6.111111111111111
2,9700000,34500000,649,10600000,7600000,24800000,5900000,9.444444444444445
1,5000000,12500000,604,4100000,100000,12200000,7400000,15.0
5,500000,1800000,615,500000,700000,1100000,300000,15.0
3,7500000,25100000,554,12500000,7900000,28500000,4700000,13.88888888888889
1,1600000,5100000,729,2500000,2000000,6200000,900000,13.88888888888889
2,1800000,5500000,448,2900000,300000,5600000,1300000,7.222222222222222
3,500000,1200000,757,1300000,100000,1200000,600000,7.222222222222222
0,2400000,5300000,482,5500000,4200000,8400000,2600000,12.777777777777779
4,5800000,23200000,456,16100000,4200000,22600000,7500000,13.88888888888889
3,8100000,19900000,347,22800000,14400000,29800000,5500000,15.0
1,400000,1300000,801,100000,0,1500000,600000,13.88888888888889
2,5000000,10600000,570,11900000,900000,14800000,7100000,6.111111111111111
4,700000,2100000,619,1900000,700000,2400000,1000000,11.666666666666668
1,7400000,29100000,597,12100000,4800000,16300000,7000000,8.333333333333334
3,9000000,18600000,518,18400000,17600000,28900000,10300000,12.777777777777779
5,5300000,14000000,633,11800000,4500000,12800000,6100000,7.222222222222222
4,8000000,27100000,524,16900000,10900000,25600000,8400000,8.333333333333334
1,8800000,30200000,897,17100000,7900000,28700000,11100000,13.88888888888889
5,9200000,29200000,383,17700000,13300000,30400000,5700000,12.777777777777779
2,8800000,19000000,637,13700000,13900000,27100000,6100000,11.666666666666668
3,9200000,36400000,669,3100000,12700000,30900000,12300000,13.88888888888889
2,5400000,10900000,741,1300000,6000000,20400000,5600000,11.666666666666668
1,7500000,25000000,628,3500000,2200000,21700000,4700000,13.88888888888889
5,5100000,13500000,840,1400000,5300000,14700000,4500000,15.0
4,3300000,10600000,465,500000,4400000,7300000,2800000,8.333333333333334
5,300000,500000,396,400000,300000,1200000,200000,8.333333333333334
1,4600000,13900000,520,13300000,6400000,9800000,2200000,8.333333333333334
1,2100000,5300000,461,1500000,3800000,8100000,1700000,15.0
0,9800000,34800000,497,3000000,2200000,23800000,9600000,11.666666666666668
3,3600000,13200000,557,9800000,4000000,9900000,2100000,12.777777777777779
1,3700000,10200000,447,300000,2000000,14500000,3200000,6.111111111111111
3,800000,2500000,395,1500000,300000,1600000,500000,15.0
0,4700000,17700000,887,1300000,4900000,13200000,6700000,12.777777777777779
3,2300000,7400000,682,6500000,2400000,7600000,2100000,5.0
0,1400000,5500000,393,500000,1500000,5400000,1800000,7.222222222222222
1,4300000,14100000,525,2100000,1100000,14100000,5500000,10.555555555555555
1,5400000,19400000,800,800000,6100000,19500000,3000000,8.333333333333334
4,1100000,2900000,554,2800000,1000000,4100000,1600000,6.111111111111111
1,7200000,22800000,551,15000000,8700000,21300000,9500000,5.0
0,4600000,14800000,433,12100000,4600000,11100000,6700000,7.222222222222222
0,2900000,7800000,367,700000,3700000,7700000,3600000,8.333333333333334
3,6400000,23500000,684,17200000,10300000,25300000,7400000,10.555555555555555
5,9000000,29300000,531,10400000,9500000,35500000,5800000,6.111111111111111
0,5300000,15000000,900,1700000,2100000,21000000,5800000,5.0
5,5400000,16700000,354,1100000,4500000,19300000,5200000,5.0
0,9500000,34900000,535,800000,14100000,25600000,14000000,6.111111111111111
0,7000000,25300000,697,15100000,10400000,14300000,6700000,11.666666666666668
4,4700000,15700000,868,3300000,2500000,13800000,4800000,6.111111111111111
2,5800000,13300000,878,8400000,5400000,18600000,4500000,6.111111111111111
1,1600000,4100000,391,4300000,1400000,5700000,700000,7.222222222222222
4,2800000,8300000,352,4900000,2600000,7100000,3700000,11.666666666666668
2,1200000,2900000,330,400000,1600000,3800000,600000,10.555555555555555
0,8000000,21100000,306,16100000,11800000,28200000,8700000,7.222222222222222
3,9000000,33600000,426,21600000,16200000,20700000,11900000,5.0
1,6800000,22900000,501,3900000,9400000,17300000,4400000,6.111111111111111
4,4100000,12500000,579,10900000,7200000,12200000,2000000,5.0
3,3800000,12100000,364,4100000,5100000,11600000,3000000,15.0
5,7300000,22500000,846,9800000,4700000,20300000,5700000,5.0
0,1400000,3700000,841,3000000,1000000,4600000,1000000,6.111111111111111
3,8400000,32600000,509,22700000,12600000,32400000,8700000,6.111111111111111
3,3400000,10900000,757,5400000,1600000,7700000,3000000,11.666666666666668
3,3100000,6300000,895,2300000,3400000,10500000,4200000,13.88888888888889
3,3100000,11200000,772,3400000,5800000,8300000,2100000,11.666666666666668
3,1500000,5100000,352,100000,200000,5600000,900000,7.222222222222222
2,7000000,24200000,892,20600000,500000,21400000,9200000,7.222222222222222
3,4100000,8300000,351,6000000,100000,11100000,2200000,12.777777777777779
2,5500000,12000000,567,7200000,4700000,11500000,7000000,5.0
1,3800000,8800000,670,5200000,4700000,12200000,3800000,10.555555555555555
3,6100000,24000000,718,4100000,3400000,16600000,6800000,13.88888888888889
2,3400000,12900000,857,3400000,2500000,8700000,1900000,11.666666666666668
1,6300000,19000000,673,14600000,8100000,16000000,4200000,15.0
5,4100000,12400000,309,8200000,1000000,13000000,3300000,8.333333333333334
4,2900000,8700000,409,3700000,5500000,8200000,2200000,7.222222222222222
5,5900000,16000000,798,15900000,5000000,12300000,3100000,7.222222222222222
2,6700000,25500000,673,11100000,8600000,25100000,5000000,9.444444444444445
4,3500000,10300000,337,9000000,5600000,10500000,4500000,9.444444444444445
4,3900000,8900000,665,9300000,4000000,9200000,5300000,9.444444444444445
0,6800000,20800000,819,16500000,11900000,26700000,8000000,15.0
1,9900000,39500000,808,11800000,3700000,30200000,13500000,10.555555555555555
4,7000000,25700000,597,19900000,13500000,27500000,10100000,15.0
4,4000000,8400000,717,7400000,4900000,11900000,4000000,8.333333333333334
5,900000,2300000,590,1200000,1500000,2100000,900000,12.777777777777779
0,4100000,14400000,844,2700000,6000000,9900000,4200000,6.111111111111111
1,6900000,19500000,809,6100000,10600000,22900000,9300000,5.0
4,4300000,16100000,849,3800000,6600000,17100000,6400000,13.88888888888889
4,7000000,27100000,881,8300000,9400000,17200000,9500000,10.555555555555555
4,1200000,3300000,876,400000,100000,3800000,1000000,10.555555555555555
5,3900000,14000000,708,700000,1800000,15600000,5200000,6.111111111111111
0,800000,2100000,760,300000,100000,1600000,600000,7.222222222222222
3,5300000,15000000,717,7000000,4100000,17100000,5300000,7.222222222222222
1,6400000,17900000,575,6600000,7600000,23100000,5300000,7.222222222222222
3,3400000,8100000,385,6100000,4000000,10700000,4000000,10.555555555555555
1,1100000,3600000,495,1600000,1100000,3100000,500000,15.0
1,300000,1100000,443,600000,400000,1200000,200000,10.555555555555555
1,2300000,5500000,861,1600000,1200000,4700000,1700000,7.222222222222222
3,300000,500000,386,800000,200000,1200000,100000,7.222222222222222
2,1400000,4600000,804,1900000,2200000,5200000,700000,6.111111111111111
3,700000,2000000,544,800000,1300000,1500000,400000,13.88888888888889
1,3200000,6600000,534,8800000,2600000,6500000,1800000,12.777777777777779
5,7100000,18200000,750,21000000,7900000,20800000,5300000,8.333333333333334
0,4800000,17500000,371,11700000,6800000,18700000,3500000,5.0
0,6900000,19500000,686,2300000,8700000,16400000,6200000,15.0
0,6100000,19700000,678,13700000,2300000,19300000,5500000,12.777777777777779
3,7200000,17700000,662,13100000,11500000,16300000,5300000,6.111111111111111
4,4100000,9600000,521,11900000,7100000,14100000,4900000,9.444444444444445
0,9000000,34000000,549,2000000,8900000,20000000,12400000,6.111111111111111
1,6900000,26200000,534,14500000,11900000,14900000,9400000,6.111111111111111
0,2900000,6900000,320,5100000,500000,7700000,1500000,9.444444444444445
2,2900000,7800000,588,400000,100000,11600000,4200000,13.88888888888889
0,6800000,15300000,699,19900000,2600000,13900000,8300000,11.666666666666668
2,2800000,5900000,895,1000000,3900000,10900000,1500000,7.222222222222222
2,9100000,24900000,822,22300000,12100000,31000000,5200000,12.777777777777779
5,5600000,18400000,386,11300000,6700000,11300000,5600000,8.333333333333334
5,4100000,11100000,756,1700000,3000000,10800000,3000000,13.88888888888889
2,2900000,10500000,708,4200000,600000,7700000,4300000,15.0
5,4200000,8500000,386,8700000,4600000,10500000,6000000,6.111111111111111
5,3800000,7600000,689,8700000,100000,9300000,3400000,6.111111111111111
2,5600000,16700000,856,400000,10200000,14700000,5200000,11.666666666666668
